Compound,mz,rt,UM1850B_ANGDT_0.25_mL_36_1_4792,UM1850B_ANGDT_0.25_mL_36_1_4802,UM1850B_ANGDT_0.25_mL_36_1_4815,UM1852B_Coculture_42_1_4685,UM1852B_Coculture_42_1_4695,UM1852B_Coculture_42_1_4709,UM1852B_Coculture_42_1_4785,UM1850B_ANGDT_48_1_4782,UM1850B_ANGDT_48_1_4794,UM1850B_ANGDT_48_1_4823,UM1852B_Coculture_0.25mgml_19_1_4812,UM1852B_Coculture_0.25mgml_19_1_4819,UM1852B_Coculture_0.25mgml_19_2_4820
2231,128.060656,317.45,0,0,0,1597.1,1479.84,1683.42,0,0,0,0,0,0,0
11139,609.275076,348.5,0,0,0,877.87,1391.97,1618.43,0,0,0,0,0,0,0
4834,418.248116,149.67,0,0,0,0,0,0,0,0,0,0,0,0,0
11613,399.311996,485.82,620.45,899.61,0,0,0,0,0,1103.17,859.08,894.53,0,0,822.24
5967,550.325186,165.72,0,0,0,1477.24,1739.2,1490.61,0,0,0,0,0,0,0
10968,436.318326,304.03,0,0,0,0,0,0,0,1941.39,1911.64,1910.05,0,0,0
4924,486.292246,150.28,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,586.358846,156.94,0,0,0,0,0,0,0,0,0,0,0,0,0
10575,451.093326,257.93,0,0,0,0,0,0,0,737.12,798.52,598.39,0,0,0
357,759.336736,138.05,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,713.416026,179.01,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,456.282676,148.01,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,678.417796,196.41,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,457.207876,57.84,0,0,0,0,0,0,0,558.2,0,0,0,0,0
10369,582.176756,242.64,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,559.292326,159.98,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,530.272036,164.73,0,0,0,0,0,0,0,0,0,0,0,0,0
10468,425.219186,247.66,0,0,0,1232.18,1319.69,1341.03,0,0,0,0,0,0,0
6828,553.332906,176.39,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,560.306076,181.99,0,0,0,0,0,0,0,0,0,0,0,0,0
7328,275.156916,180.92,0,538.6,0,0,0,0,0,1682.24,1382.13,1582.53,0,0,0
2110,439.214546,285.15,0,0,0,0,0,0,0,0,0,0,0,0,0
8911,296.175016,207.25,0,0,0,0,0,0,0,1331.34,1363.11,1318.39,0,0,0
11123,406.036706,344.58,0,0,0,3077.07,3092.49,3122.28,0,0,0,0,0,0,0
4705,392.186606,148.19,0,0,0,0,0,0,0,0,0,0,0,0,0
8738,517.247026,202.74,0,0,0,0,0,0,0,623.08,0,0,0,0,0
11303,705.478616,425.2,0,0,0,0,0,0,0,947.87,904.07,906.79,0,0,0
11442,425.290096,452.36,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,477.238416,145.45,0,0,0,0,0,0,0,0,0,0,0,0,0
11676,584.472076,500.8,886.7,1105.92,1038.46,0,0,0,0,1469.73,1530.91,1592.59,866.73,1023.56,810.33
2545,569.253366,46,0,0,0,690.92,747.74,825.79,0,0,0,0,0,0,0
11168,479.322296,356.61,0,0,0,0,0,0,0,0,0,0,0,0,0
8312,672.347966,196.18,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,504.209346,57.11,0,0,0,0,0,0,0,655.4,792.94,856.93,0,0,0
8492,530.260106,198.71,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,582.323536,56.74,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,729.396476,239.73,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,514.281666,154.89,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,195.149636,53.83,0,0,0,0,0,0,0,766.95,0,489.56,0,0,0
4651,407.239716,148.06,0,0,0,3107.28,3514.74,3710.46,0,0,0,0,0,0,0
4504,457.219446,143.59,333.18,0,0,0,0,0,0,1187.22,1127.51,1289.69,0,0,0
5228,399.264336,156.24,0,0,0,0,0,0,0,0,0,0,0,0,0
10672,811.497106,266.4,0,0,0,658.55,620.95,788.52,0,0,0,0,0,0,0
6208,532.322936,167.66,0,0,0,0,0,0,0,0,0,0,0,0,0
9575,705.393306,220.97,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,299.123846,268.71,698.65,437.49,421.44,0,0,0,0,635.6,0,811.98,576.02,716,517.92
1537,306.209936,215.29,0,0,0,0,0,0,0,0,0,0,1407.9,1528.83,1383.23
7307,474.200316,180.91,0,0,0,0,0,0,0,390.74,554.77,557.79,0,0,0
8186,493.266456,194.47,0,0,0,1076.86,916.46,1107.09,0,0,0,0,0,0,0
9017,650.338306,208.5,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,576.270186,161.6,0,0,0,0,0,0,0,0,0,0,0,0,0
6367,553.333436,170.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,180.089736,231.79,1101.4,1153.69,1107.32,0,0,0,0,3547.77,4220.84,4624.96,1068.18,905.83,0
5187,557.327976,154.77,0,0,0,0,0,0,0,0,0,0,0,0,0
5360,486.292446,157.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,823.473076,219.65,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,748.369346,163.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,714.409906,231.07,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,500.236616,55.59,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,313.247276,391.45,2153.9,2012.94,2263.78,0,0,0,0,2225.3,1982.89,2380.78,2286.36,2284.74,2169.6
5511,598.345476,159.42,0,0,0,0,0,0,0,0,0,0,0,0,0
7672,638.349496,187.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,712.247416,47.97,0,0,0,1727.91,1879.96,1525.89,0,0,0,0,0,0,0
4466,399.239016,145.87,0,0,0,0,0,0,0,0,0,0,0,0,0
11017,380.056846,308.35,0,0,0,74701.78,73544.37,72905.38,0,0,0,0,0,0,0
9721,613.261056,221.97,0,0,0,0,0,0,0,0,336.45,0,0,0,0
2976,319.187626,53.13,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,469.103276,228.43,0,0,0,0,0,0,0,1404.51,1220.32,1582.17,0,0,0
11667,327.261716,494.94,0,0,1002.37,0,0,0,0,0,0,0,0,0,0
379,670.366176,139.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,618.827836,207.66,0,0,0,0,0,0,0,0,0,0,0,0,0
9404,624.328736,214.46,0,0,0,0,0,0,0,0,0,0,0,0,0
4666,230.166096,147.59,0,611.14,689.8,0,0,0,0,2767.9,2483.33,2700.45,748.33,0,0
5408,597.286336,159.91,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,365.194186,47.58,0,0,0,2981.5,3049.3,0,0,0,0,0,0,0,0
4928,513.306206,150.37,0,0,0,930.51,849.59,982.96,0,0,0,0,0,0,0
11273,493.180716,412.39,0,0,0,980.71,1185.21,1032.3,0,0,0,0,0,0,0
6378,706.321726,170.06,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,628.293406,56.16,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,322.939866,310.52,938.34,1022.97,938.05,0,0,0,0,1768.16,1893.3,1625.9,0,0,0
5853,504.268666,162.06,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,463.293816,203.75,0,0,0,4806.53,5410.34,5409.01,0,0,0,0,0,0,0
9429,489.311906,216.78,0,0,0,3247.18,3690.44,3748.9,0,0,0,0,0,0,0
9116,594.292916,208.9,0,0,0,0,0,0,0,0,594.8,528.07,0,0,0
2906,442.268256,49.46,0,0,0,0,0,0,0,0,0,0,0,0,0
4393,527.357536,143.6,0,0,0,2630.77,3081.78,2489.26,0,0,0,0,0,0,0
6272,485.261176,166.63,0,0,0,0,0,0,0,366.01,0,0,0,0,0
6654,461.288626,175.3,0,0,0,0,0,0,0,0,0,0,0,0,0
17,408.192096,44.94,0,0,0,0,0,0,0,1913.18,1792.46,2077.49,0,0,0
5242,377.151326,156.87,0,0,0,0,0,0,0,0,1048.13,0,0,0,0
2339,443.385696,394.49,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,432.210526,167.53,0,0,0,0,0,0,0,362.69,0,0,0,0,0
10579,458.071606,257.84,0,0,0,2704.39,3171.55,3076.38,0,0,0,0,0,0,0
4976,544.285566,150.41,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,399.289236,330.29,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,465.233636,189.99,0,0,0,0,0,0,0,1187.27,1121.87,1035.92,0,0,0
6636,357.188106,173.06,0,578.08,494.99,0,0,0,0,1614.27,1578.92,1646.21,443.01,0,0
9161,806.409686,211.06,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,565.262126,144.43,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,507.282076,181.33,0,0,0,0,0,0,0,718.13,1074.08,1009.53,0,0,0
2423,308.156866,482.77,0,0,0,0,0,0,0,0,0,0,1321.93,1392.01,1450.99
11359,441.285286,431.82,0,608.93,0,0,0,0,0,737.13,656.7,892.68,973.6,1048.53,961.23
9277,592.336236,211.94,0,0,0,962.07,925.45,579,0,0,0,0,0,0,0
8446,576.342626,198.86,0,0,0,0,0,0,0,627.16,619.34,763.35,611.84,0,815.32
11551,526.430456,481.84,0,271.5,0,0,0,0,0,0,0,0,496.2,0,0
6598,515.321596,172.51,0,0,0,1355.05,1567.75,1685.19,0,0,0,0,0,0,0
10823,446.099186,280.33,0,0,0,1989.26,2801.56,1743.17,0,0,0,0,0,0,0
11358,467.207686,431.49,0,0,0,975.79,899.73,1100.82,0,0,0,0,0,0,0
10392,469.105216,244.66,0,0,0,662.9,0,644.42,0,0,0,0,0,0,0
11663,677.478796,497.65,0,0,0,0,0,0,0,738.63,0,0,0,0,0
10217,469.106076,235.78,0,0,0,637.3,608.29,541.45,0,0,0,0,0,0,0
6781,302.199956,174.02,0,0,0,0,0,0,0,0,0,0,0,0,0
10472,651.406796,247.45,0,0,0,0,0,0,0,1583,1466.65,1966.16,0,0,0
198,334.121966,58.78,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,446.244426,47.46,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,657.396126,205.65,0,0,0,0,0,0,0,0,0,0,0,0,0
8775,584.291096,203.37,0,0,0,0,0,0,0,749.33,1029.92,1203.83,0,0,0
7608,480.273206,185.11,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,505.424846,348.7,0,0,0,0,0,0,0,0,0,0,2974.94,2627.51,2865.07
4508,323.096076,143.65,0,0,0,0,0,0,0,0,0,0,2392.33,2772.16,2643.54
3893,477.158646,135.11,0,0,0,0,0,0,0,914.73,1142.55,1106.81,0,0,0
7469,581.365156,185.67,0,0,0,0,0,0,0,0,0,0,0,0,0
10517,626.329176,252.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,549.186626,184.45,0,0,0,0,0,0,0,0,0,0,0,0,0
11032,456.018376,310.52,0,576.05,471.42,0,0,0,0,2123.9,1908.6,2360.69,665.52,804.62,829.96
10417,390.243196,243.21,0,0,0,0,0,0,0,2864.78,3054.7,2849.66,0,0,0
5211,503.253396,156.82,0,0,0,0,0,0,0,0,0,445.34,0,0,0
4822,499.241216,147.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,597.155106,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0
8941,370.182956,206.28,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,341.227126,47.46,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,588.269626,226.42,0,0,0,803.95,577.65,748.83,0,0,0,0,0,0,0
9014,558.279576,208.22,0,0,0,1927.31,1836.25,1993.55,0,0,0,0,0,0,0
4039,549.270196,139.01,0,0,0,0,0,0,0,292.15,0,0,0,0,0
2604,629.350186,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,463.255446,198.7,0,0,0,0,0,0,0,641,771.28,630.07,0,0,0
3061,84.176976,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0
11199,357.267596,382.38,0,0,0,0,0,0,0,0,631.15,0,0,687.16,0
121,494.740396,54.49,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,540.195426,148.26,0,0,0,0,0,0,0,0,0,0,0,501.4,515.12
8701,245.137026,202.83,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,261.123706,142.08,0,0,0,6729.93,6412.81,5572.38,0,0,0,0,0,0,0
9977,385.151596,229.25,3795.83,4632.67,4106.68,0,0,0,0,24994.7,23549,23056.71,1102.62,1112.97,1424.32
3339,485.310416,58.68,0,0,0,1950.1,2350.77,2207.96,0,0,0,0,0,0,0
11269,450.183646,412.57,0,0,0,4369,4171.7,3349.59,0,0,0,0,0,0,0
5802,433.214526,161.62,0,0,0,1261.35,1335.52,1111.08,0,0,0,0,0,0,0
11708,501.376236,503.51,1637.03,1376.75,1607.43,0,0,0,0,2183.3,1982.04,1865.27,1445.29,1576.55,1476.64
7524,695.407686,186.05,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,509.308906,54.24,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,307.131526,349.02,0,0,0,1349.36,1366.93,877.98,0,0,0,0,0,0,0
3718,513.228586,132.11,0,0,0,0,0,0,0,1426.35,1536.3,1523.87,0,0,0
9793,244.153306,226.76,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,502.254216,228.1,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,681.372336,217.05,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,478.242946,139.92,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,809.420256,212.91,0,0,0,0,0,0,0,0,0,0,0,0,0
4564,433.222606,145.34,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,376.204116,61.67,0,0,0,0,0,0,0,891.74,652.45,905.67,0,0,0
11015,390.008036,307.59,10347.22,12430.63,12598.66,0,0,0,0,42208.15,43945.13,45661.37,25709.09,31129.35,29553.57
6713,326.218636,174.37,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,529.337046,162.15,0,0,0,1288.91,1013,1066.41,0,0,0,0,0,0,0
3671,391.208716,130.21,0,0,0,1052.12,1084.88,1100.42,0,0,0,0,0,0,0
4861,674.348816,150.1,0,0,0,0,0,0,0,0,0,0,0,0,0
7871,620.302726,189.1,0,0,0,0,0,0,0,0,837.98,606.97,0,0,0
3186,366.183906,55.08,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,430.303746,53.06,0,0,0,1245.5,1513.93,1607.52,0,0,0,0,0,0,0
8429,733.360026,198.71,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,526.286136,57.1,0,0,0,0,0,0,0,7925.3,7697.57,7815.45,0,0,0
3239,476.235866,57.47,0,0,0,0,0,0,0,0,0,0,0,0,0
9760,669.396376,222.98,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,552.277506,135.91,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,509.258956,198.04,0,0,0,0,0,0,0,0,0,0,0,0,0
9229,344.190036,213.03,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,470.297796,182.64,0,0,0,0,0,0,0,391.54,362.3,451.15,1901.6,1804.94,1870.39
10257,574.289546,237.84,0,0,0,956.69,728.68,640.76,0,0,0,0,0,0,0
2283,634.311246,348.52,0,0,0,0,0,0,0,0,0,0,0,0,0
7449,493.195536,182.53,0,0,0,0,0,0,0,571.73,559.67,593.86,0,0,0
7558,686.407086,185.23,0,0,0,0,0,0,0,0,0,0,0,0,0
374,216.122766,138.6,0,0,0,766.13,1229.3,1229.81,0,0,0,0,0,0,0
4791,673.322156,148.49,0,0,0,0,0,0,0,1206.87,1394.13,1449.43,0,0,0
11399,512.415326,443.81,538.2,471.34,615.81,0,0,0,0,846.55,605.22,683.64,507.03,0,508.08
5128,603.297106,154.06,0,573.55,0,0,0,0,0,1800.74,1976.6,2229.58,0,0,0
3977,568.285756,137.8,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,373.198366,132.35,0,0,0,1453.99,1335.59,1450.57,0,0,0,0,0,0,0
11262,402.395786,409.35,0,0,0,2089.41,1910.42,1977.12,0,0,0,0,0,0,0
3415,565.333466,58.72,0,623.96,671.69,0,0,0,0,1657.63,1721.07,1527.2,0,0,0
2082,396.289846,278.3,2127.11,2231.99,2097.38,0,0,0,0,8420.92,7821.92,6969.6,0,0,0
4147,452.252466,141.51,0,0,0,0,0,0,0,0,231.14,408.25,0,0,0
6944,449.274436,178.03,0,0,0,0,0,0,0,0,0,0,0,0,0
8558,501.266286,199.43,0,0,0,0,0,0,0,0,0,0,0,0,0
9937,542.404666,227.67,0,0,0,2432.14,2427.81,1815.91,0,0,0,0,0,0,0
8716,578.316066,201.68,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,444.247536,132.39,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,521.272846,207.7,0,0,0,0,0,0,0,0,526.63,611.79,0,0,0
7274,432.215646,183.08,513.03,0,0,0,0,0,0,1991.75,1871.72,1854.81,0,0,0
10073,190.071056,231.65,0,0,0,0,0,0,0,3180.77,2510.13,3515.33,0,0,0
5376,514.286566,159.26,0,0,0,0,0,0,0,720.91,538.22,566.72,0,0,0
3544,399.239126,121.93,0,0,0,0,0,0,0,0,0,0,0,0,0
38,609.298366,47.81,0,0,0,0,0,0,0,0,0,0,0,0,0
213,661.285176,60.23,0,0,0,0,0,0,0,0,0,0,0,0,0
303,364.120496,133.52,0,0,0,0,0,0,0,1365.43,1423.89,1277.74,0,0,0
11137,595.254136,348.06,0,0,0,0,0,0,0,0,505.55,0,0,0,0
10087,453.308486,232.36,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,117.129156,181.1,0,0,0,0,0,0,0,1806.86,1608.36,1535.31,0,0,0
7689,737.408376,187.17,0,0,0,0,0,0,0,0,0,0,0,0,0
9334,286.171396,214.28,0,0,0,0,0,0,0,1074.33,1417.02,1207.27,0,0,0
2689,584.268816,47.07,0,0,0,12178.05,8655.9,10588.13,0,0,0,0,0,0,0
7204,567.275906,181.93,8344.67,8552.84,8211.03,0,0,0,0,31275.88,31247.83,0,4678.54,5796.45,6843.25
5382,641.306426,157.99,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,658.300986,164.18,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,602.281846,163.89,0,0,0,0,0,0,0,0,0,0,0,0,0
4590,581.878116,145.79,0,0,0,0,0,0,0,2775.81,2983.97,2944.19,1739.09,2019.42,2432.91
10183,419.163666,234.64,0,0,0,0,0,0,0,3651.38,3546.54,3673.66,0,0,0
2802,521.237296,49.73,0,0,0,875.9,1297.91,1395.88,0,0,0,0,0,0,0
3644,683.309776,127.49,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,493.242566,160.36,0,0,0,0,0,0,0,539.81,494.16,537.68,0,0,0
1023,602.813876,182.31,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,678.320276,78.83,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,453.229446,297.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,312.204016,139.04,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,544.242406,185.16,0,0,0,0,0,0,0,642.06,604.03,0,0,0,0
4711,574.316796,147.16,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,230.141206,75.25,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,407.196106,149.88,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,452.226636,50.85,1618.65,1619.34,1737.02,0,0,0,0,5217.57,4131.86,0,2038.01,2286.76,3010.79
5856,597.278436,162.27,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,555.275016,131.91,2074.54,1880.56,2053.5,0,0,0,0,5036.92,5360.87,5300.74,0,1587.01,0
6411,636.298696,169.06,0,0,0,0,0,0,0,539.03,673.17,595.95,0,0,0
6013,543.312616,165.4,0,0,0,0,0,0,0,369.16,305.02,0,0,0,0
8103,796.457386,192.94,0,0,0,0,0,0,0,0,0,0,0,0,0
7144,567.275686,179.35,0,0,4559.4,0,0,0,0,18346.18,18802.93,33613.25,2641.72,3447.41,4372.2
10902,412.081896,287.74,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,539.281226,191.79,0,0,0,0,0,0,0,0,10920.41,14424.13,2690.66,0,2448.71
4569,555.389586,144.52,0,0,0,1000.37,465.86,643.12,0,0,0,0,0,0,0
6867,343.174176,176.49,0,0,0,0,0,0,0,0,0,0,1195.18,1240.77,1277.81
5474,569.290446,159.75,0,504.95,0,0,0,0,0,1523.56,1365.14,1479.69,0,325.53,451.52
11675,512.502996,499.59,9153.7,10201.58,9956.28,0,0,0,0,11222.59,11982.59,10672.42,9687.28,9019.71,8965.66
10228,618.331636,237.33,0,0,0,0,0,0,0,0,0,0,0,0,0
8098,698.409006,194.64,0,0,0,0,0,0,0,0,0,0,0,0,0
6098,704.305166,164.83,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,577.296226,160.11,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,484.272496,165.72,0,0,0,0,0,0,0,0,0,0,0,0,0
